Title,Title_URL,Image,Date,Price,housing,Keywords,resulthood,Field1,Field2
V1488 - Brand New 2 Bedroom Apartment,https://victoria.craigslist.org/apa/d/victoria-brand-new-bedroom-apartment/7274500912.html,https://images.craigslist.org/00c0c_fLcg2av3FAOz_0jm0cV_300x300.jpg,Mar  9,"$2,400","
                    2br -
                    750ft2 -
                ","
                    pic
                    13.8km
                ",,2Ba,750
V1488 - Brand New 2 Bedroom Apartment,https://victoria.craigslist.org/apa/d/victoria-brand-new-bedroom-apartment/7274502052.html,https://images.craigslist.org/00c0c_fLcg2av3FAOz_0jm0cV_300x300.jpg,Mar  8,"$2,500","
                    2br -
                    860ft2 -
                ","
                    pic
                    13.8km
                ",,2Ba,860
V1488 - 2 Bedroom Penthouse Suite,https://victoria.craigslist.org/apa/d/victoria-bedroom-penthouse-suite/7274512095.html,https://images.craigslist.org/00c0c_fLcg2av3FAOz_0jm0cV_300x300.jpg,Mar  9,"$2,800","
                    2br -
                    865ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,865
"Completely renovated, large and bright one bedroom with stainless stee",https://victoria.craigslist.org/apa/d/victoria-completely-renovated-large-and/7264746235.html,https://images.craigslist.org/00p0p_furZqPb1MJTz_04b038_300x300.jpg,Feb  8,"$1,300","
                    1br -
                    7000ft2 -
                ","
                    pic
                    13.8km
                ", (Fernwood),1Ba,7000
Fully Furnished Downtown Rental - Monthly - Starting April 1st,https://victoria.craigslist.org/apa/d/victoria-fully-furnished-downtown/7277894422.html,https://images.craigslist.org/00a0a_9njxOMaY7Jzz_0qa0js_300x300.jpg,Mar 11,"$2,500","
                    1br -
                    900ft2 -
                ","
                    pic
                    13.8km
                ", (victoria),1Ba,900
Lovely 3 Bedroom Upper Suite - May 1st,https://victoria.craigslist.org/apa/d/victoria-lovely-bedroom-upper-suite-may/7288527561.html,https://images.craigslist.org/01313_d55Q8qIepOYz_0f40bi_300x300.jpg,Mar  8,"$2,550","
                    3br -
                    1000ft2 -
                ","
                    pic
                    13.8km
                ", (Saanich),1Ba,1000
Fairhill Apartments-2 Bedrooms-Available Now,https://victoria.craigslist.org/apa/d/victoria-fairhill-apartments-bedrooms/7279674782.html,https://images.craigslist.org/00t0t_6RK591Tk7U3z_0jm09G_300x300.jpg,Mar 11,"$1,850","
                    2br -
                    800ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,800
Fairview Manor-1 Bedroom + Den-Available April 1st,https://victoria.craigslist.org/apa/d/victoria-fairview-manor-bedroom-den/7286384027.html,https://images.craigslist.org/00K0K_59tHHI8oNxKz_0jm09G_300x300.jpg,Mar 11,"$1,690","
                    1br -
                    700ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,700
Modern Downtown Studio with stunning mountain view available now,https://victoria.craigslist.org/apa/d/victoria-modern-downtown-studio-with/7287812252.html,https://images.craigslist.org/01515_edUDRSt2SN0z_0CI0t2_300x300.jpg,Mar  7,"$1,400","
                    355ft2 -
                ","
                    pic
                    13.8km
                ", (Victoria),1Ba,355
"Southpoint - New, Oceanfront 2 Bedroom Apartment",https://comoxvalley.craigslist.org/apa/d/victoria-southpoint-new-oceanfront/7286868318.html,https://images.craigslist.org/00505_hxWlToTLAbpz_0jm09G_300x300.jpg,Mar 11,"$1,973","
                    2br -
                    970ft2 -
                ","
                    pic
                    13.8km
                ",,2Ba,970
"Southpoint - New, Oceanfront 3 Bedroom Apartment",https://comoxvalley.craigslist.org/apa/d/victoria-southpoint-new-oceanfront/7286869427.html,https://images.craigslist.org/01717_ePJB21Uccq5z_0jm09G_300x300.jpg,Mar 11,"$2,785","
                    3br -
                    1200ft2 -
                ","
                    pic
                    13.8km
                ",,2Ba,1200
"Seacrest Apartments - Oceanfront, Newly Renovated 2 Bedroom Suite",https://nanaimo.craigslist.org/apa/d/victoria-seacrest-apartments-oceanfront/7288925083.html,https://images.craigslist.org/00N0N_6DIaNWISUgRz_0jm09G_300x300.jpg,Mar 11,"$2,052","
                    2br -
                    849ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,849
"Seacrest Apartments - Oceanfront, Newly Renovated 2 Bedroom Suite",https://nanaimo.craigslist.org/apa/d/victoria-seacrest-apartments-oceanfront/7288925989.html,https://images.craigslist.org/00B0B_5WPbAczWgThz_0jm09G_300x300.jpg,Mar 11,"$2,232","
                    2br -
                    849ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,849
"Seacrest Apartments - Oceanfront, Newly Renovated 2 Bedroom Suite",https://nanaimo.craigslist.org/apa/d/victoria-seacrest-apartments-oceanfront/7288927126.html,https://images.craigslist.org/00303_1D0p4VJpkoVz_0jm09G_300x300.jpg,Mar 11,"$2,267","
                    2br -
                    849ft2 -
                ","
                    pic
                    13.8km
                ",,1Ba,849
"Right on Dallas Road!  Newly Renovated, Gorgeous!",https://victoria.craigslist.org/apa/d/victoria-right-on-dallas-road-newly/7271658638.html,,Mar  3,"$1,698","
                    1br -
                    519ft2 -
                ","
                    pic
                    13.8km
                ", (James Bay),1Ba,519
I'm 58 employed gentleman in need of a bachelor's pad,https://victoria.craigslist.org/apa/d/victoria-im-58-employed-gentleman-in/7280721555.html,,Feb 21,"$1,200","
                    1br -
                    400ft2 -
                ","
                    13.8km
                ", (Victoria),1Ba,400
635 Battery Street - Top Floor Apartment near Dallas Road,https://victoria.craigslist.org/apa/d/victoria-635-battery-street-top-floor/7282722151.html,https://images.craigslist.org/00G0G_dV54Uji1Mpzz_0lM0t2_300x300.jpg,Mar 11,"$1,495","
                    1br -
                ","
                    pic
                    13.8km
                ", (James Bay),1Ba,
"635 Battery Street - Top Floor Apartment, Small pet OK",https://victoria.craigslist.org/apa/d/victoria-635-battery-street-top-floor/7285368038.html,https://images.craigslist.org/00G0G_dV54Uji1Mpzz_0lM0t2_300x300.jpg,Mar 11,"$1,495","
                    1br -
                ","
                    pic
                    13.8km
                ", (James Bay),1Ba,
1 bdrm RENTAL on Toronto St,https://victoria.craigslist.org/apa/d/victoria-bdrm-rental-on-toronto-st/7288780379.html,https://images.craigslist.org/00w0w_eaZiLA6sOa6z_0g80c6_300x300.jpg,Mar  9,"$1,500","
                    1br -
                ","
                    pic
                    13.8km
                ",,1Ba,
Downtown - Furnished 1 bedroom Condo (monthly) with parking!,https://victoria.craigslist.org/apa/d/victoria-downtown-furnished-bedroom/7275531783.html,,Feb 10,"$2,000","
                    1br -
                    600ft2 -
                ","
                    pic
                    13.9km
                ", (downtown),1Ba,600
"Hardwood, View of the Park, Downtown Living - Norwood Arms",https://victoria.craigslist.org/apa/d/victoria-hardwood-view-of-the-park/7278487429.html,https://images.craigslist.org/00g0g_beqcwVc9jSiz_07K0ak_300x300.jpg,Mar 12,"$1,395","
                    1br -
                    665ft2 -
                ","
                    pic
                    13.9km
                ", (Fairfield),1Ba,665
Two Bed James Bay Apartment,https://victoria.craigslist.org/apa/d/victoria-south-two-bed-james-bay/7256832450.html,https://images.craigslist.org/00v0v_dtfRFZhBfDJ_0lM0t2_300x300.jpg,Feb  1,"$1,600","
                    2br -
                ","
                    pic
                    13.9km
                ", (James Bay),1Ba,
Pet Friendly MAIN floor unit in Fairfield - Available Now,https://victoria.craigslist.org/apa/d/victoria-south-pet-friendly-main-floor/7262223643.html,https://images.craigslist.org/00B0B_hsVVTXGWgdZz_0lM0CI_300x300.jpg,Feb 10,"$2,395","
                    2br -
                ","
                    pic
                    13.9km
                ", (Fairfield),1Ba,
1 Bedroom + Loft Cat Friendly Upper unit in Fairfield Available Now,https://victoria.craigslist.org/apa/d/victoria-south-bedroom-loft-cat/7262226242.html,https://images.craigslist.org/00808_f5rCJ8mzCSoz_0lM0CI_300x300.jpg,Feb 10,"$1,995","
                    1br -
                ","
                    pic
                    13.9km
                ", (Fairfield),1Ba,
1 Bedroom Suite at Sierra Villa in James Bay,https://victoria.craigslist.org/apa/d/victoria-south-bedroom-suite-at-sierra/7262602199.html,https://images.craigslist.org/00o0o_hYSYVe5Dc7wz_0kE0dL_300x300.jpg,Feb 12,"$1,450","
                    1br -
                    700ft2 -
                ","
                    pic
                    13.9km
                ", (James Bay),1Ba,700
Furnished luxury 2 bed in the Aria building Feb 15th,https://victoria.craigslist.org/apa/d/victoria-south-furnished-luxury-bed-in/7269199905.html,,Feb  8,"$2,800","
                    2br -
                    904ft2 -
                ","
                    13.9km
                ", (Victoria),2Ba,904
Cozy & fresh Fairfield 1 bed suite,https://victoria.craigslist.org/apa/d/victoria-south-cozy-fresh-fairfield-bed/7272212762.html,https://images.craigslist.org/00y0y_eBedymyhp7Rz_0CI0lM_300x300.jpg,Mar  2,"$1,500","
                    1br -
                    530ft2 -
                ","
                    pic
                    13.9km
                ", (Fairfield),1Ba,530
North Facing 1-Bedroom Suite  (+$1000 Promo!) | Bosa4Rent,https://victoria.craigslist.org/apa/d/victoria-south-north-facing-bedroom/7272266759.html,https://images.craigslist.org/00b0b_hjkW6EKLU6nz_08o0aU_300x300.jpg,Mar  3,"$1,750","
                    1br -
                    566ft2 -
                ","
                    pic
                    13.9km
                ", (North Park),1Ba,566
5th Floor East Facing 1-Bedroom Suite |  (+$1000 Promo!),https://victoria.craigslist.org/apa/d/victoria-south-5th-floor-east-facing/7272679829.html,https://images.craigslist.org/00T0T_1rltjHteWHPz_06P0aG_300x300.jpg,Mar  3,"$1,795","
                    1br -
                ","
                    pic
                    13.9km
                ", (North Park),1Ba,
Short Term 2 Bedroom Rental Available ASAP for rest of February,https://victoria.craigslist.org/apa/d/victoria-south-short-term-bedroom/7273176180.html,https://images.craigslist.org/00f0f_gks0NNKdZbVz_0kE0fu_300x300.jpg,Feb 13,"$1,000","
                    2br -
                ","
                    pic
                    13.9km
                ", (James Bay/Dowtown Victoria),1Ba,
Reliable Tenants - Mature Professional couple seeking 1.5 bedroom,https://victoria.craigslist.org/apa/d/victoria-south-reliable-tenants-mature/7273881306.html,,Feb  6,"$1,350","
                    1br -
                ","
                    13.9km
                ", (Victoria),1Ba,
Furnished luxury condos available Feb 15th,https://victoria.craigslist.org/apa/d/victoria-south-furnished-luxury-condos/7274555890.html,,Feb  8,"$2,800","
                    1br -
                    900ft2 -
                ","
                    13.9km
                ", (Victoria),2Ba,900
Dover House - 2 Bedroom Apt,https://victoria.craigslist.org/apa/d/victoria-south-dover-house-bedroom-apt/7275589316.html,https://images.craigslist.org/01616_2C9XDK19OPoz_0gw0co_300x300.jpg,Mar 11,"$1,700","
                    2br -
                ","
                    pic
                    13.9km
                ",,1Ba,
One Bedroom Suite for Short or Long Term Stay,https://victoria.craigslist.org/apa/d/victoria-south-one-bedroom-suite-for/7275696906.html,https://images.craigslist.org/00k0k_2W1rXC7Vo0az_0t20t2_300x300.jpg,Mar  5,"$1,475","
                    1br -
                ","
                    pic
                    13.9km
                "," (Fairfield, Victoria)",1Ba,
1 Bedroom Suite at Luxor Manor,https://victoria.craigslist.org/apa/d/victoria-south-bedroom-suite-at-luxor/7276600947.html,https://images.craigslist.org/00p0p_gGhwQpQNAuUz_0kE0dL_300x300.jpg,Mar 12,"$1,395","
                    1br -
                    650ft2 -
                ","
                    pic
                    13.9km
                ", (Fairfield),1Ba,650
Top Floor 1-Bedroom Suite with NE Facing Views (+$1000 Promo!),https://victoria.craigslist.org/apa/d/victoria-south-top-floor-bedroom-suite/7279340927.html,https://images.craigslist.org/00J0J_6E6kq7Iqkfqz_0cP09N_300x300.jpg,Mar 10,"$2,050","
                    1br -
                ","
                    pic
                    13.9km
                ", (North Park),1Ba,
